"Ad name",Day,"Campaign name","Result type",Results,"Cost per result","Amount spent (INR)","Mobile app installs",CPI,Install2Activation%,"Link clicks",Impressions,"3-second video plays","Reporting starts","Reporting ends"
CR_Simsar_Ln_Rej_Pad_08/05/26,2026-06-01,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,374.36,15,24.95733333,0.33333333,28,5502,1967,2026-06-01,2026-06-01
CR_Venky_Relaunch_Pad_03/04/26,2026-06-01,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,294.89,19,15.52052632,0.36842105,25,6353,2255,2026-06-01,2026-06-01
UGC_Bosswallah_LowCibil_29/04/26,2026-06-01,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,8,378.88125,3031.05,81,37.42037037,0.40740741,142,37973,4606,2026-06-01,2026-06-01
IN_AI_LowCibil_UGC_01/05/26,2026-06-01,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,420.65,420.65,17,24.74411765,0.58823529,34,5552,854,2026-06-01,2026-06-01
CR_Vijay_Ln_Rej_Pad_05/04/26,2026-06-01,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,8.09,,,,1,70,28,2026-06-01,2026-06-01
"CR_ItsMaari_ScoreImprove_25/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,279.04,8,34.88,0.125,27,4704,2348,2026-06-02,2026-06-02
"CR_ItsMaari_ScoreImprove_25/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,0.64,1.28,2,0.64,1,,27,18,2026-06-02,2026-06-02
"CR_NatkhatGang_Loan-Rejection_25/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,336.23666667,1008.71,59,17.09677966,0.25423729,122,19648,10953,2026-06-02,2026-06-02
"CR_ItsMaari_ScoreImprove_25/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,437.82142857,3064.75,77,39.80194805,0.42857143,240,48546,23460,2026-06-02,2026-06-02
CR_Vijender_ScoreImprove_25/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,54.27333333,325.64,24,13.56833333,0.45833333,41,5652,3406,2026-06-02,2026-06-02
"CR_ItsMaari_ScoreImprove_28/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,25.28,2,12.64,0,1,390,194,2026-06-02,2026-06-02
"CR_ItsMaari_ScoreImprove_28/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,1,0,0,,0,,2026-06-02,2026-06-02
"CR_Vijender_ScoreImprove_25/05/26 – Copy 2",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,1,0,0,,0,,2026-06-02,2026-06-02
CR_NatkhatGang_Loan-Rejection_25/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,2,0,0.5,,0,,2026-06-02,2026-06-02
CR_ItsMaari_ScoreImprove_25/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,1.32,,,,,15,8,2026-06-02,2026-06-02
CR_the_nani_33_Ln_Rej_Pad_27/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,793.67714286,5555.74,208,26.71028846,0.34615385,374,55177,29655,2026-06-02,2026-06-02
"CR_Vijender_ScoreImprove_25/05/26 – Copy 2",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,66.21,66.21,4,16.5525,0.5,5,1025,637,2026-06-02,2026-06-02
CR_Vijender_ScoreImprove_25/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,1,0,1,,0,,2026-06-02,2026-06-02
CR_ItsMaari_ScoreImprove_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,51,556.92509804,28403.18,1005,28.26187065,0.34626866,2638,406448,211917,2026-06-02,2026-06-02
UGC_Bosswala_HighEMI_27/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,0,0,16,0,0.25,,0,,2026-06-02,2026-06-02
UGC_Bosswalla_ScoreImprove_27/05/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,103.42,1,103.42,0,5,865,239,2026-06-02,2026-06-02
CR_gwalior_ScoreImprove_Pad_27/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-06-02,2026-06-02
CR_NatkhatGang_Loan-Rejection_25/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.55,1,0.55,0,,10,4,2026-06-02,2026-06-02
CR_jeevan_keremoole_Ln_Rej_Pad_27/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,596.82,1790.46,74,24.19540541,0.43243243,142,17992,7117,2026-06-02,2026-06-02
IN_AI_LowCibil_UGC_01/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,17,557.20882353,9472.55,200,47.36275,0.37,605,148397,23622,2026-06-02,2026-06-02
"CR_Vijender_ScoreImprove_25/05/26 – Copy 2",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.54,,,,,15,11,2026-06-02,2026-06-02
IN_AI-gen_Talking-Oolka_Loan-Rejection_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,21.8,,,,4,216,52,2026-06-02,2026-06-02
CR_thayyub_shaik__Ln_Rej_Pad_29/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,428.035,2568.21,103,24.93407767,0.47572816,189,45881,20981,2026-06-02,2026-06-02
"IN_AI-gen_Vikram-Betal_Loan-Management_21/05/26 - Copy",2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,1717.82,1717.82,51,33.6827451,0.31372549,154,14243,5485,2026-06-02,2026-06-02
CR_sugar_candy_anky_Ln_Rej_Pad_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,26,552.01615385,14352.42,497,28.87810865,0.37625755,1143,177430,88498,2026-06-02,2026-06-02
CR_vanshika_gagneja_Enquiry_Pad_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,21,452.59,9504.39,218,43.59811927,0.31192661,734,125610,68644,2026-06-02,2026-06-02
IN_Static_Ln_Rej_28/05/26_02,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,13,351.64153846,4571.34,85,53.78047059,0.4,2457,57742,,2026-06-02,2026-06-02
IN_Static_Red_Int_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,237.72,237.72,12,19.81,0.5,278,9010,5,2026-06-02,2026-06-02
IN_Static_Ln_Rej_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,282.59,565.18,11,51.38,0.45454545,208,7960,57,2026-06-02,2026-06-02
IN_AI-gen_IPL_Loan-Rejection_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,28,585.35821429,16390.03,536,30.57841418,0.40858209,1029,211425,74040,2026-06-02,2026-06-02
"CR_Mahesh_Ln_Rej_UGC_24/04/26_01 – Copy",2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,571.66714286,4001.67,97,41.2543299,0.36082474,254,40395,16050,2026-06-02,2026-06-02
CR_ItsMaari_ScoreImprove_28/05/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,1.22,2,0.61,0,1,25,14,2026-06-02,2026-06-02
CR_Praveen_Ln_Rej_UGC_24/04/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,484.56,16,30.285,0.3125,53,6288,1211,2026-06-02,2026-06-02
"CR_Praveen_Ln_Rej_UGC_02/04/26_01 – Copy",2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,8,562.14625,4497.17,93,48.35666667,0.38709677,166,69737,10973,2026-06-02,2026-06-02
UGC_Bosswala_ScoreImprove_26/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,491.25,491.25,11,44.65909091,0.09090909,77,2702,854,2026-06-02,2026-06-02
UGC_Bosswala_HighEMI_27/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,618.896,3094.48,70,44.20685714,0.3,246,23371,7208,2026-06-02,2026-06-02
UGC_Bosswalla_SC2_Ln_Rej_28/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-06-02,2026-06-02
UGC_Bosswalla_SC1_ScoreImprove_28/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,764.30857143,5350.16,93,57.52860215,0.33333333,217,41292,9030,2026-06-02,2026-06-02
UGC_Bosswalla_SC3_HighEMI_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,14,708.84357143,9923.81,140,70.88435714,0.39285714,650,60647,17293,2026-06-02,2026-06-02
UGC_Bosswalla_SC2_Ln_Rej_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,338.0075,1352.03,18,75.11277778,0.44444444,697,8886,5160,2026-06-02,2026-06-02
UGC_Bosswalla_SC1_ScoreImprove_28/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,6,923.44833333,5540.69,46,120.44978261,0.41304348,1525,33611,14738,2026-06-02,2026-06-02
CR_avinashsaini83385_Ln_Rej_Pad_29/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,32,552.9234375,17693.55,512,34.55771484,0.37695312,2319,240000,139263,2026-06-02,2026-06-02
IN_Static_Offer-Creative-2_22/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,1,0,1,,0,,2026-06-02,2026-06-02
UGC_Bosswalla_HighEMI_26/05/26,2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,5,0,0,6,0,0.5,,0,,2026-06-02,2026-06-02
"CR_Pranay_LowScoreReject_UGC_23/03/26_05 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,603.56,10,60.356,0.4,18,7644,1220,2026-06-02,2026-06-02
"IN_AI-gen_Bheem_Loan-Rejection_21/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.38,,,,1,7,3,2026-06-02,2026-06-02
"IN_AI-gen_Aaloo-Home-Loan-Rejection_21/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,69.27,,,,1,675,241,2026-06-02,2026-06-02
CR_Brand_Ln_Rej_UGC_24/04/26_01,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,381.145,762.29,22,34.64954545,0.31818182,50,7898,3988,2026-06-02,2026-06-02
CR_Pranay_LowScoreReject_UGC_23/03/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,10,577.965,5779.65,133,43.45601504,0.33834586,312,88019,11620,2026-06-02,2026-06-02
CR_Pranay_LowScoreReject_UGC_23/03/26,2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,30,470.22833333,14106.85,288,48.98211806,0.35763889,750,190402,28310,2026-06-02,2026-06-02
"CR_Brand_Ln_Rej_UGC_24/04/26_01 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,10,496.046,4960.46,176,28.18443182,0.38068182,449,42682,23401,2026-06-02,2026-06-02
"CR_Pranay_LowScoreReject_UGC_23/03/26_05 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,17.4,,,,,173,20,2026-06-02,2026-06-02
"CR_Brand_Ln_Rej_UGC_24/04/26_01 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,386.69,9,42.96555556,0.33333333,17,3019,1608,2026-06-02,2026-06-02
"CR_hum2noyaarofficial_HighEMI_UGC_22/05/26 – Copy",2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,3,0,0.33333333,,0,,2026-06-02,2026-06-02
"IN_AI-gen_Aaloo-Home-Loan-Rejection_21/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,555.02,1110.04,28,39.64428571,0.39285714,80,11365,3925,2026-06-02,2026-06-02
CR_taju_branded_Ln_Rej_Pad_22/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,13.1,2,6.55,0.5,2,210,75,2026-06-02,2026-06-02
CR_manjunath_krpet_Ln_Rej_Pad_22/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,12,322.32,3867.84,198,19.53454545,0.41414141,328,67295,30214,2026-06-02,2026-06-02
IN_AI-gen_Bheem_Loan-Rejection_21/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,2.15,,,,,19,8,2026-06-02,2026-06-02
IN_AI-gen_Vikram-Betal_Loan-Management_21/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,1,305.09,305.09,16,19.068125,0.25,29,2587,1014,2026-06-02,2026-06-02
IN_AI-gen_Aaloo-KBC-Loan-Management_21/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,2.46,,,,,30,8,2026-06-02,2026-06-02
IN_AI-gen_Aaloo-Home-Loan-Rejection_21/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,150.24,3,50.08,0,10,1494,584,2026-06-02,2026-06-02
CR_chill.vlog24_Ln_Rej_Pad_21/05/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,37.27,37.27,2,18.635,1,3,302,161,2026-06-02,2026-06-02
UGC_Vidrow_SC2V2_Bank_Chakkar_With_Screens_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,8,415.30125,3322.41,70,47.463,0.37142857,441,28376,11454,2026-06-02,2026-06-02
IN_St_Ln_Rej_tpt_28/04/26_03,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,852.13,3,284.04333333,1,25,6955,16,2026-06-02,2026-06-02
"IN_AI-gen_Bheem_Loan-Rejection_21/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.92,,,,3,12,8,2026-06-02,2026-06-02
"IN_AI-gen_Aaloo-Home-Loan-Rejection_21/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.37,,,,,5,1,2026-06-02,2026-06-02
UGC_Bosswala_ScoreImprove_26/05/26,2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,0,,0,,2026-06-02,2026-06-02
CR_NatkhatGang_Loan-Rejection_25/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,43,571.55372093,24576.81,1138,21.59649385,0.28383128,2600,448405,259436,2026-06-02,2026-06-02
UGC_Bosswalla_HighEMI_26/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,416.852,2084.26,38,54.84894737,0.5,72,13894,4022,2026-06-02,2026-06-02
UGC_Bosswala_ScoreImprove_26/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,5,425.376,2126.88,31,68.60903226,0.25806452,252,11197,3804,2026-06-02,2026-06-02
CR_SuryaOfficial_LoanRejection_25/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,0.13,,,,,2,1,2026-06-02,2026-06-02
CR_WonderingMinds_LoanRejection_25/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,606.44,1819.32,40,45.483,0.55,87,22166,9216,2026-06-02,2026-06-02
CR_Iamseenu_LoanRejection_25/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0.01,,,,,1,,2026-06-02,2026-06-02
CR_Raghul_LoanRejection_25/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,563.20666667,1689.62,108,15.64462963,0.30555556,191,34365,19700,2026-06-02,2026-06-02
CR_2kFraud_LoanRejection_25/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,571.65,1714.95,46,37.28152174,0.34782609,81,23877,7029,2026-06-02,2026-06-02
CR_ItsMaari_ScoreImprove_25/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,103,579.7968932,59719.08,1920,31.1036875,0.37447917,5510,976959,508120,2026-06-02,2026-06-02
CR_Irshad_Loan-Rejection_25/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,,,,0,2,0,1,,0,,2026-06-02,2026-06-02
IN_Static_Offer-Creative_22/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0.05,0.05,1,0.05,0,,1,,2026-06-02,2026-06-02
CR_Vijender_ScoreImprove_25/05/26,2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,17,585.75588235,9957.85,346,28.77991329,0.30635838,1111,165726,101629,2026-06-02,2026-06-02
CR_sandeepsm_2_Ln_Rej_Pad_22/05/26,2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,903.49,903.49,38,23.77605263,0.34210526,76,13148,7787,2026-06-02,2026-06-02
CR_auto_payyan_ScoreImprove_Pad_23/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-06-02,2026-06-02
"IN_AI-gen_Bheem_Loan-Rejection_21/05/26 – Copy 2",2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,1.53,,,,,15,9,2026-06-02,2026-06-02
"IN_AI-gen_Aladin-Credit-Score-Improvement_21/05/26 – Copy 2",2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,1.53,,,,,10,4,2026-06-02,2026-06-02
CR_mr_shyamx_ScoreImprove_Pad_23/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,242.35,4,60.5875,0.25,27,5629,2720,2026-06-02,2026-06-02
IN_AI-gen_Melody_Loan-Rejection_23/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,347.7,5,69.54,0.2,31,3496,1118,2026-06-02,2026-06-02
"Celeb_Sushant_Ln_Rej_SC5H1_08/05/26 – Copy",2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,20.6,1,20.6,0,4,231,46,2026-06-02,2026-06-02
"CR_ kd_ponnu_tamil_302__Ln_Rej_Pad_22/05/26",2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0.68,,,,,19,7,2026-06-02,2026-06-02
CR_suneetha____official___Ln_Rej_Pad_29/05/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,52.71,52.71,4,13.1775,0.5,6,432,205,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_Tamil_30/05/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,38,545.40315789,20725.32,801,25.87430712,0.36953808,1852,300316,79654,2026-06-02,2026-06-02
UGC_Vidrow_SC3V3_HighInterest_Short_App_Screens_29/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,9,1082.53888889,9742.85,51,191.03627451,0.41176471,5105,64176,35504,2026-06-02,2026-06-02
"UGC_Vidrow_SC6V1_Mystery_Loan_Without_Screens_30/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,338.515,1354.06,29,46.69172414,0.4137931,70,12089,3030,2026-06-02,2026-06-02
Wedo_UGC_ScoreImprove_Tamil_02/06/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,3838.85,3838.85,68,56.45367647,0.51470588,215,34020,5847,2026-06-02,2026-06-02
Wedo_AI_ScoreImprove_02/06/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,2695.595,5391.19,65,82.94138462,0.36923077,547,49401,12023,2026-06-02,2026-06-02
Wedo_AI_HighEMI_02/06/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,182.21,,,,16,1472,323,2026-06-02,2026-06-02
Wedo_AI_Credit_Card_02/06/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,1109.865,2219.73,15,147.982,0.46666667,67,22662,5068,2026-06-02,2026-06-02
Wedo_UGC_Ln_Rej_02/06/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,619.78,1239.56,11,112.68727273,0.45454545,40,14275,2354,2026-06-02,2026-06-02
Wedo_UGC_ScoreImprove_02/06/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,7,596.59428571,4176.16,56,74.57428571,0.55357143,115,42964,6175,2026-06-02,2026-06-02
"UGC_Vidrow_SC6V2_Mystery_Loan_With_Screens_30/05/26 – Copy",2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,8,833.48,6667.84,194,34.37030928,0.5,372,64312,17580,2026-06-02,2026-06-02
"UGC_Vidrow_SC6V1_Mystery_Loan_Without_Screens_30/05/26 – Copy",2026-06-02,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,2250.71,4501.42,107,42.06934579,0.52336449,189,38782,9786,2026-06-02,2026-06-02
"UGC_Vidrow_SC6V1_Mystery_Loan_Without_Screens_30/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,12,861.58416667,10339.01,246,42.02849593,0.42682927,608,93410,24176,2026-06-02,2026-06-02
CR_brundaranjan22_ln_Rej_Evolution_02/06/26,2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,13,575.74538462,7484.69,280,26.73103571,0.43571429,650,105012,46177,2026-06-02,2026-06-02
"UGC_Vidrow_SC6V1_Mystery_Loan_Without_Screens_30/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,1179.08,1179.08,51,23.11921569,0.41176471,87,10086,2706,2026-06-02,2026-06-02
"UGC_Vidrow_SC6V1_Mystery_Loan_Without_Screens_30/05/26 – Copy",2026-06-02,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,3,624.18666667,1872.56,53,35.33132075,0.54716981,108,15436,4288,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_Tamil_01/06/26,2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,3,0,0,3,0,0.66666667,,0,,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_Telugu_01/06/26,2026-06-02,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,3,0,0.33333333,,0,,2026-06-02,2026-06-02
AI_Vidrow_SC7V1_Personified_Bully_Loan_Char_29/05/26,2026-06-02,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,3.2,1,3.2,0,,33,13,2026-06-02,2026-06-02
"CR_ black_raavanan_Ln_Rej_Pad_30/05/26",2026-06-02,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,83.08,2,41.54,1,6,1299,390,2026-06-02,2026-06-02
CR_princes__meera_01_Ln_Rej_Pad_30/05/26,2026-06-02,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,238.5,3,79.5,0.33333333,9,3085,1274,2026-06-02,2026-06-02
CR_as_h_ii____ScoreImprove_Pad_30/05/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,12.86,,,,,148,55,2026-06-02,2026-06-02
Wedo_UGC_Ln_Rej_Tamil_02/06/26,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,1339.38,19,70.49368421,0.42105263,57,15011,2510,2026-06-02,2026-06-02
UGC_Wedo_ScoreImprove_DaughterWedding_Hindi_02/06/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,9,1103.26111111,9929.35,98,101.31989796,0.40816327,707,98886,24012,2026-06-02,2026-06-02
AI_Vidrow_SC7V4_Personified_AllMix_Malayalam_30/05/26,2026-06-02,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,17,574.38411765,9764.53,444,21.99218468,0.35585586,790,114026,28026,2026-06-02,2026-06-02
IN_Static_Free-Chat_Credit-Score-Improvement_18/05/26,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,2.12,,,,4,16,,2026-06-02,2026-06-02
IN_St_Dispute_tpt_28/04/26_02,2026-06-02,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,538.13,6,89.68833333,0.33333333,31,6142,22,2026-06-02,2026-06-02
IN_Static_Ln_Rej_28/05/26_03,2026-06-02,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,57.36,57.36,5,11.472,0.2,26,747,,2026-06-02,2026-06-02
